caseTitle,state,county,year,practiceArea,injuryType,resultType,amount,description,source
,California,,2020,Motorcycle Accident,Broken Bones,verdict,4600000,$4.6 million jury verdict in a motorcycle accident case in California . The plaintiff sustained broken bones and was awarded damages.,News
,California,,2020,Medical Malpractice,Traumatic Brain Injury,settlement,4500000,"OB/GYN failed to monitor pregnancy and induce delivery, resulting in birth injury.",News
Garrison v. Target Corporation,South Carolina,,2020,Premises Liability,Knee Injury,verdict,4500000,"Subsequently, Denise submitted to Target a $12,000 offer of judgment, but Target did not accept the offer.",CourtListener
"Georges v. OB-GYN Services, P.C.",Connecticut,,2020,Medical Malpractice,Back Injury,verdict,4200000,"On October 28, 2016, the trial court accepted the jury verdict awarding the plaintiffs $.",CourtListener
,California,,2020,Workplace Injury,Broken Bones,verdict,4000000,Hand amputation from traumatic workplace injury.,News
,California,,2020,Car Accident,Back Injury,verdict,3810000,Rear-end collision requiring spine fusion.,News
,California,,2020,Car Accident,Back Injury,verdict,3750000,Auto versus auto requiring spine fusion surgery.,News
"Donriel A. Borne v. Celadon Trucking Services, Inc.",Tennessee,,2020,Truck Accident,Burns,verdict,3705000,"” We find that a preponderance of the evidence does not support the decision of the trial court to remit the judgment to $1,100,000, and we, therefore reverse the judgment.",CourtListener
,California,,2020,Bicycle Accident,Wrongful Death,verdict,3600000,Cyclist swerved in front of car; wrongful death case.,News
,California,,2020,Workplace Injury,Back Injury,verdict,3600000,Scaffolding fall with disputed employment status.,News
Police Cruiser T-Bone,New York,,2020,Car Accident,Back Injury,verdict,3449000,"Officer allegedly ran a stop sign and T-boned the plaintiff's vehicle, causing disc herniations and rotator cuff tear requiring multiple surgeries.",News
Ladder Fall Premises Case,New York,,2020,Premises Liability,Broken Bones,verdict,3175000,"Worker fell from a 25-foot ladder, suffering orbital, femur, wrist, and elbow fractures requiring external fixation and extensive rehabilitation.",News
,California,,2020,Truck Accident,Wrongful Death,verdict,3150000,Crash into commercial truck with disputed liability.,News
,California,,2020,Car Accident,Soft Tissue Injury,verdict,2950000,Car Accident case in California. Soft Tissue Injury resulting in a $3.0M award.,News
,California,,2020,Pedestrian Accident,Broken Bones,verdict,2820000,$2.8 million jury verdict in a pedestrian accident case in California . The plaintiff sustained broken bones and was awarded damages.,News
Motorized Scooter Fatal Strike,New York,,2020,Pedestrian Accident,Wrongful Death,verdict,2797000,"Pedestrian struck by motorized scooter operator, suffering multiple fractures and internal bleeding. The victim died four days later.",News
,California,,2020,Truck Accident,Back Injury,verdict,2750000,Rear-ended by semi-trailer; lumbar fusion and knee surgery required.,News
,California,,2020,Car Accident,Soft Tissue Injury,verdict,2530000,Car Accident case in California. Soft Tissue Injury resulting in a $2.5M award.,News
,California,,2020,Car Accident,Traumatic Brain Injury,verdict,2500000,Auto versus auto; traumatic brain injury.,News
,California,,2020,Pedestrian Accident,Broken Bones,verdict,2500000,$2.5 million jury verdict in a pedestrian accident case in California . The plaintiff sustained broken bones and was awarded damages.,News
"Gardenia Parker v. Epstein Enterprises, LLC",Tennessee,,2020,Premises Liability,Wrongful Death,settlement,2500000,The jury found the defendants were at fault and awarded a total jury verdict of $.,CourtListener
,Illinois,,2020,Medical Malpractice,Wrongful Death,verdict,2375000,ER patient discharged without proper testing and subsequently died.,News
,Illinois,,2020,Medical Malpractice,Wrongful Death,verdict,2375000,Patient with chest pain was misdiagnosed and died 19 days later from a rare clotting disorder.,News
,California,,2020,Car Accident,Soft Tissue Injury,verdict,2330000,Illegal U-turn caused collision; air bags deployed.,News
,California,,2020,Car Accident,Back Injury,verdict,2130000,Rear-end collision requiring cervical disc replacement.,News
Lois Irene Davis v. 3M Company,Tennessee,,2020,Bus Accident,Wrongful Death,settlement,2071216.21,"That, assuming settling codefendants are on the verdict form, that $750,000 maximum will be apportioned among the defendants on the verdict form, with Ameron paying only its percentage, if any, of the capped noneconomic damages.",CourtListener
,Illinois,,2020,Medical Malpractice,Wrongful Death,verdict,2000000,"Hospital patient developed pneumonia that was negligently treated with delayed intervention, resulting in death.",News
,California,,2020,Pedestrian Accident,Broken Bones,verdict,2000000,$2.0 million jury verdict in a pedestrian accident case in California . The plaintiff sustained broken bones and was awarded damages.,News
,California,,2020,Car Accident,Back Injury,verdict,2000000,Rear-end requiring lumbar disc replacement.,News
Duman v. Scharf,New York,,2020,Medical Malpractice,Traumatic Brain Injury,verdict,2000000,"At the conclusion of the trial on the issue of damages, the jury returned a verdict in favor of the plaintiff and against the defendants in the principal sum of $2,000.",CourtListener
,California,,2020,Car Accident,Back Injury,verdict,1990000,Auto versus auto requiring spine fusion.,News
,California,,2020,Car Accident,Soft Tissue Injury,verdict,1950000,Car Accident case in California. Soft Tissue Injury resulting in a $1.9M award.,News
LIRR Conductor Elbow Injury,New York,,2020,Workplace Injury,Soft Tissue Injury,verdict,1925000,Long Island Rail Road conductor suffered elbow injury from a stuck door mechanism. Awarded damages including compensation for future pension loss.,News
,California,,2020,Car Accident,Back Injury,verdict,1875000,Disc replacement needed after auto collision.,News
,California,,2020,Car Accident,Back Injury,verdict,1830000,Rear-end at intersection causing spine injury.,News
,South Carolina,,2020,Car Accident,Broken Bones,verdict,1800000,"Plaintiff T-boned by a defendant who ran a red light while intoxicated, causing severe injuries.",News
,Michigan,,2020,Car Accident,Traumatic Brain Injury,verdict,1800000,"Landscaper broadsided by a police vehicle, resulting in a permanent traumatic brain injury and disability.",News
,California,,2020,Car Accident,Back Injury,verdict,1800000,Cervical fusion case from auto accident.,News
,California,,2020,Car Accident,Spinal Cord Injury,verdict,1765000,Auto versus auto requiring spinal cord stimulator.,News
,California,,2020,Premises Liability,Back Injury,verdict,1750000,Premises liability case requiring spine fusion.,News
,California,,2020,Truck Accident,Soft Tissue Injury,verdict,1700000,"Truck lost control at stop sign, causing collision.",News
,California,,2020,Premises Liability,Soft Tissue Injury,verdict,1650000,Premises Liability case in California. Soft Tissue Injury resulting in a $1.6M award.,News
"PHILIP MORRIS USA, INC., R.J. REYNOLDS TOBACCO COMPANY, and LIGGETT GROUP LLC v. JAMES SANTORO, as Successor as Personal Representative of the Estate of Grace Santoro",Florida,,2020,Other,Wrongful Death,settlement,1605000,"Reynolds Tobacco Company: 26% Liggett Group LLC: 10% It awarded compensatory damages in the amount of $1,605,000, and also found that the Tobacco Defendants should be liable for punitive damages.",CourtListener
,California,,2020,Truck Accident,Back Injury,verdict,1600000,$1.6 million jury verdict in a truck accident case in California . The plaintiff sustained back injury and was awarded damages.,News
,California,,2020,Car Accident,Back Injury,verdict,1550000,Auto versus auto; disc replacement needed.,News
,California,,2020,Premises Liability,Back Injury,verdict,1510000,Planter tripping hazard causing neck injury.,News
,California,,2020,Medical Malpractice,Wrongful Death,settlement,1500000,General medical malpractice resulting in death.,News
,California,,2020,Medical Malpractice,Other,settlement,1500000,$1.5 million settlement in a medical malpractice case in California . The plaintiff sustained personal injury and was awarded damages.,News
,California,,2020,Premises Liability,Broken Bones,settlement,1500000,Accident on another's property causing serious injuries.,News
,California,,2020,Car Accident,Back Injury,verdict,1500000,$1.5 million jury verdict in a car accident case in California . The plaintiff sustained back injury and was awarded damages.,News
,California,,2020,Motorcycle Accident,Broken Bones,settlement,1300000,Motorcycle accident victim with severe injuries.,News
,California,,2020,Car Accident,Back Injury,verdict,1260000,Struck in collision requiring spine surgery; bench trial.,News
,Arizona,,2020,Car Accident,Broken Bones,settlement,1250000,T-bone collision with a pickup truck causing severe injuries.,News
,California,,2020,Car Accident,Back Injury,verdict,1250000,Cut-off from driveway; two-level cervical fusion.,News
Motorcycle Intersection Collision,New York,,2020,Motorcycle Accident,Traumatic Brain Injury,verdict,1250000,Motorcycle struck by transit bus after coming to a stop. Rider suffered leg avulsion and compartment syndrome requiring surgery.,News
,California,,2020,Car Accident,Back Injury,verdict,1200000,$1.2 million jury verdict in a car accident case in California . The plaintiff sustained back injury and was awarded damages.,News
"SHAWN G. EVANS v. ROCKDALE HOSPITAL, LLC D/B/A ROCKDALE MEDICAL CENTER",Georgia,,2020,Medical Malpractice,Back Injury,verdict,1196288.97,"Evans the amount she had requested in damages for past medical expenses ($1,196.",CourtListener
,California,,2020,Slip and Fall,Broken Bones,verdict,1150000,$1.1 million jury verdict in a slip and fall case in California . The plaintiff sustained broken bones and was awarded damages.,News
,California,,2020,Car Accident,Back Injury,verdict,1075000,$1.1 million jury verdict in a car accident case in California . The plaintiff sustained back injury and was awarded damages.,News
,California,,2020,Premises Liability,Broken Bones,verdict,1050000,Wet floor slip; patient with brittle bone disease.,News
,Illinois,,2020,Medical Malpractice,Wrongful Death,verdict,1000000,Cardiac patient died two days after a procedure due to inadequate post-operative care.,News
,Michigan,,2020,Medical Malpractice,Traumatic Brain Injury,verdict,1000000,"Patient's oxygen level dropped post-operatively, and there was a one-hour delay before resuscitation efforts began.",News
,California,,2020,Car Accident,Other,settlement,1000000,$1.0 million settlement in a car accident case in California . The plaintiff sustained personal injury and was awarded damages.,News
,California,,2020,Car Accident,Traumatic Brain Injury,verdict,1000000,Car Accident case in California. Traumatic Brain Injury resulting in a $1.0M award.,News
"Jodi McClay v. Airport Management Services, LLC - Dissenting",Tennessee,,2020,Truck Accident,Other,verdict,1000000,Truck Accident jury verdict of $1 million in Tennessee.,CourtListener
,California,,2020,Truck Accident,Broken Bones,verdict,999000,"$999,000 jury verdict in a truck accident case in California . The plaintiff sustained broken bones and was awarded damages.",News
,California,,2020,Car Accident,Back Injury,verdict,950000,Freeway rear-end; back and neck injuries.,News
,California,,2020,Car Accident,Soft Tissue Injury,settlement,900000,General motor vehicle accident injuries.,News
,California,,2020,Slip and Fall,Knee Injury,verdict,900000,Ice machine slip causing knee cap fracture.,News
Security Guard Shooting (IL),Illinois,,2020,Premises Liability,Other,settlement,900000,Security guard with felony background shot a patron multiple times during an altercation at a bar.,News
Sabath v. Sabath,Ohio,,2020,Car Accident,Spinal Cord Injury,verdict,890000,"SABATH, : OPINION Plaintiff-Appellee, : CASE NOS.",CourtListener
,California,,2020,Car Accident,Back Injury,verdict,850000,Spine injury with heavily disputed causation.,News
Setters v. Durrani,Ohio,,2020,Medical Malpractice,Spinal Cord Injury,settlement,849906,"(“CAST”) appeal the trial court’s judgment awarding plaintiffs-appellees Dana and Craig Setters damages in the amount of $849,906 on their claims for negligence, lack of informed consent, and loss of consortium.",CourtListener
,California,,2020,Car Accident,Back Injury,verdict,830000,Rear-ended requiring cervical fusion surgery.,News
,California,,2020,Car Accident,Other,settlement,825000,"$825,000 settlement in a car accident case in California . The plaintiff sustained personal injury and was awarded damages.",News
,California,,2020,Car Accident,Back Injury,verdict,815000,Contact with lug nuts requiring cervical surgery.,News
,California,,2020,Premises Liability,Other,settlement,785000,"Premises Liability case in California. Other resulting in a $785,000 award.",News
Gas Station Slip and Fall,Texas,,2020,Slip and Fall,Broken Bones,settlement,775000,"Customer slipped on wet floor at a gas station, breaking her femur. Condition worsened after multiple subsequent falls.",News
,Utah,,2020,Car Accident,Soft Tissue Injury,settlement,750000,Single-vehicle interstate collision causing open wounds and PTSD.,News
,California,,2020,Car Accident,Soft Tissue Injury,settlement,750000,"Car Accident case in California. Soft Tissue Injury resulting in a $750,000 award.",News
,California,,2020,Pedestrian Accident,Broken Bones,settlement,750000,"$750,000 settlement in a pedestrian accident case in California . The plaintiff sustained broken bones and was awarded damages.",News
,Illinois,,2020,Medical Malpractice,Wrongful Death,verdict,734000,"Steroid injection punctured the dura, leading to complications and death.",News
,California,,2020,Premises Liability,Broken Bones,verdict,655000,"$655,000 jury verdict in a premises liability case in California . The plaintiff sustained broken bones and was awarded damages.",News
,California,,2020,Car Accident,Soft Tissue Injury,settlement,650000,"Car Accident case in California. Soft Tissue Injury resulting in a $650,000 award.",News
,Illinois,,2020,Medical Malpractice,Other,verdict,601000,Patient developed rhabdomyolysis from two cholesterol drugs prescribed simultaneously due to negligent prescribing.,News
Golimowski v. Town of Cheektowaga,New York,,2020,Truck Accident,Knee Injury,verdict,600000,"Truck Accident jury verdict of $600,000 in New York.",CourtListener
,Colorado,,2020,Car Accident,Soft Tissue Injury,verdict,559256,Third vehicle in a chain reaction collision. Plaintiff settled with the first driver for $300K and pursued UIM benefits for the remainder.,News
,California,,2020,Car Accident,Back Injury,verdict,544000,"$544,000 jury verdict in a car accident case in California . The plaintiff sustained back injury and was awarded damages.",News
,California,,2020,Medical Malpractice,Other,settlement,500000,"Medical Malpractice case in California. Other resulting in a $500,000 award.",News
Alvin Lewis v. State Farm,Tennessee,,2020,Bus Accident,Burns,verdict,500000,"On July 1, 2011, State Farm filed an offer of judgment, wherein it offered Appellant $25.",CourtListener
Maurer v. Colton,New York,,2020,Car Accident,Knee Injury,settlement,480000,"Car Accident settlement of $480,000 in New York.",CourtListener
