caseTitle,state,county,year,practiceArea,injuryType,resultType,amount,description,source
Jones v. Wang,Texas,,2022,Car Accident,Other,verdict,1275000,"Texas verdict of $1,275,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Jones v. Wang. Listed by TopVerdict.",TopVerdict
"Fuentes, et al. v. Berryman, et al.",Texas,,2022,Car Accident,Other,settlement,1265000,"Texas settlement of $1,265,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Fuentes, et al. v. Berryman, et al.. Listed by TopVerdict.",TopVerdict
Infante v. Gelpi,California,,2022,Car Accident,Traumatic Brain Injury,settlement,1250000,"California settlement of $1,250,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Infante v. Gelpi. Listed by TopVerdict.",TopVerdict
"J.C., et al. v. Insurance Co.",New Jersey,,2022,Car Accident,Other,settlement,1250000,"New Jersey settlement of $1,250,000 in 2022. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as J.C., et al. v. Insurance Co.. Listed by TopVerdict.",TopVerdict
Macias v. Morgan,California,,2022,Car Accident,Other,settlement,1250000,"California settlement of $1,250,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Macias v. Morgan. Listed by TopVerdict.",TopVerdict
"Motorist v. Drunk Driver, et al.",California,,2022,Car Accident,Other,settlement,1250000,"California settlement of $1,250,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Gross Negligence. Reported as Motorist v. Drunk Driver, et al.. Listed by TopVerdict.",TopVerdict
"Arias v. Goyette, et al.",Florida,,2022,Car Accident,Other,verdict,1234127,"Florida verdict of $1,234,127 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Arias v. Goyette, et al.. Listed by TopVerdict.",TopVerdict
"Ronayne v. Damir Contracting Inc., et al.",New York,,2022,Car Accident,Other,settlement,1225000,"New York settlement of $1,225,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Ronayne v. Damir Contracting Inc., et al.. Listed by TopVerdict.",TopVerdict
Wilson v. Evans,Georgia,,2022,Car Accident,Other,verdict,1225000,"Georgia verdict of $1,225,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Wilson v. Evans. Listed by TopVerdict.",TopVerdict
Wojtaszek v. Dipasquale,New York,New-york-city,2022,Car Accident,Other,settlement,1225000,"New York settlement of $1,225,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Wojtaszek v. Dipasquale. Listed by TopVerdict.",TopVerdict
Alvarado v. Altoma,California,,2022,Car Accident,Other,verdict,1215753,"California verdict of $1,215,753 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Alvarado v. Altoma. Listed by TopVerdict.",TopVerdict
Auto Driver v. Auto Driver,California,,2022,Car Accident,Other,settlement,1200000,"California settlement of $1,200,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Auto Driver v. Auto Driver. Listed by TopVerdict.",TopVerdict
"Cornyn-Formisano, et al. Klim",New Jersey,,2022,Car Accident,Other,settlement,1200000,"New Jersey settlement of $1,200,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Head-on Collision. Reported as Cornyn-Formisano, et al. Klim. Listed by TopVerdict.",TopVerdict
"Martin v. County of Westchester, et al.",New York,,2022,Car Accident,Other,settlement,1200000,"New York settlement of $1,200,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Martin v. County of Westchester, et al.. Listed by TopVerdict.",TopVerdict
Scarborough v. Logan,Mississippi,Rankin,2022,Car Accident,Traumatic Brain Injury,verdict,1200000,"Mississippi jury verdict of $1,200,000 in Rankin County (2022).",Mississippi Jury Verdict Reporter
Sanchez Palafox v. Kim,California,,2022,Car Accident,Other,settlement,1150000,"California settlement of $1,150,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Sanchez Palafox v. Kim. Listed by TopVerdict.",TopVerdict
"Welsh, et al. v. Wu, et al.",New Jersey,,2022,Car Accident,Other,settlement,1150000,"New Jersey settlement of $1,150,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Welsh, et al. v. Wu, et al.. Listed by TopVerdict.",TopVerdict
Wagner v. Huang,California,,2022,Car Accident,Other,verdict,1135000,"California verdict of $1,135,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Wagner v. Huang. Listed by TopVerdict.",TopVerdict
"Marutyan v. Voytko, et al.",California,,2022,Car Accident,Other,settlement,1125000,"California settlement of $1,125,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Marutyan v. Voytko, et al.. Listed by TopVerdict.",TopVerdict
"Blas v. Fuzaylowa, et al.",New York,,2022,Car Accident,Other,verdict,1110000,"New York verdict of $1,110,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Blas v. Fuzaylowa, et al.. Listed by TopVerdict.",TopVerdict
Valdez v. Jones,California,,2022,Car Accident,Other,verdict,1109666,"California verdict of $1,109,666 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Valdez v. Jones. Listed by TopVerdict.",TopVerdict
Paz v. Chesney,New York,,2022,Car Accident,Other,settlement,1100000,"New York settlement of $1,100,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Paz v. Chesney. Listed by TopVerdict.",TopVerdict
Perez Jimenez v. Hong,California,,2022,Car Accident,Traumatic Brain Injury,settlement,1100000,"California settlement of $1,100,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Perez Jimenez v. Hong. Listed by TopVerdict.",TopVerdict
Rear-ended Motorist v. At-fault Motorist,California,,2022,Car Accident,Other,settlement,1100000,"California settlement of $1,100,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Rear-ended Motorist v. At-fault Motorist. Listed by TopVerdict.",TopVerdict
,South Carolina,,2022,Car Accident,Broken Bones,settlement,1080000,"Driver T-boned at intersection has hip, pelvic fractures. Action: Motor vehicle accident Injuries alleged: Multiple hip and pelvic fractures Amount: $1,080,000 Date: August 2022 Attorneys: David Yarborough and Alexandra Heaton of Yarborough Applegate Law Firm in Charleston (for",South Carolina Lawyers Weekly
Llodra v. Corboy,Texas,,2022,Car Accident,Other,verdict,1076056,"Texas verdict of $1,076,056 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Llodra v. Corboy. Listed by TopVerdict.",TopVerdict
,Indiana,Marion,2022,Car Accident,Other,verdict,1050000,"Indiana jury verdict of $1,050,000 in Marion County, reported as Underinsured Motorist.",Indiana Jury Verdict Reporter
Auto Driver v. At-Fault Motorist,California,,2022,Car Accident,Other,settlement,1050000,"California settlement of $1,050,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Auto Driver v. At-Fault Motorist. Listed by TopVerdict.",TopVerdict
Passenger v. Drivers,New York,,2022,Car Accident,Other,settlement,1050000,"New York settlement of $1,050,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Passenger v. Drivers. Listed by TopVerdict.",TopVerdict
"Medley v. Evans, et al.",Texas,,2022,Car Accident,Wrongful Death,settlement,1030000,"Texas settlement of $1,030,000 in 2022. Case type: Car Accident, Dram Shop Liability, Motor Vehicle Accident, Wrongful Death. Reported as Medley v. Evans, et al.. Listed by TopVerdict.",TopVerdict
"Baez v. Sanchez, et al.",Florida,,2022,Car Accident,Other,verdict,1012125,"Florida verdict of $1,012,125 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Baez v. Sanchez, et al.. Listed by TopVerdict.",TopVerdict
"Arman v. Stern, et al.",California,,2022,Car Accident,Other,settlement,1000000,"California settlement of $1,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Arman v. Stern, et al.. Listed by TopVerdict.",TopVerdict
Auto Driver v. At-Fault Motorist,California,,2022,Car Accident,Traumatic Brain Injury,settlement,1000000,"California settlement of $1,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Auto Driver v. At-Fault Motorist. Listed by TopVerdict.",TopVerdict
Auto Driver v. Auto Driver,California,,2022,Car Accident,Other,settlement,1000000,"California settlement of $1,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Auto Driver v. Auto Driver. Listed by TopVerdict.",TopVerdict
"Chavez v. Evaro Glazing, Inc.",California,,2022,Car Accident,Traumatic Brain Injury,settlement,1000000,"California settlement of $1,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Chavez v. Evaro Glazing, Inc.. Listed by TopVerdict.",TopVerdict
David v. McMenamin,California,,2022,Car Accident,Other,settlement,1000000,"California settlement of $1,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as David v. McMenamin. Listed by TopVerdict.",TopVerdict
"Davila v. United Fabricare Supply, Inc., et al.",California,,2022,Car Accident,Other,settlement,1000000,"California settlement of $1,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Davila v. United Fabricare Supply, Inc., et al.. Listed by TopVerdict.",TopVerdict
Driver v. Commercial Driver,Texas,,2022,Car Accident,Other,settlement,1000000,"Texas settlement of $1,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Driver v. Commercial Driver. Listed by TopVerdict.",TopVerdict
Evaro v. Chavez,California,,2022,Car Accident,Traumatic Brain Injury,settlement,1000000,"California settlement of $1,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Evaro v. Chavez. Listed by TopVerdict.",TopVerdict
Fernandez v. Jaroslaw,New Jersey,,2022,Car Accident,Other,settlement,1000000,"New Jersey settlement of $1,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Fernandez v. Jaroslaw. Listed by TopVerdict.",TopVerdict
"G.A., et al. v. Auto Driver, et al.",California,,2022,Car Accident,Other,settlement,1000000,"California settlement of $1,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as G.A., et al. v. Auto Driver, et al.. Listed by TopVerdict.",TopVerdict
"Garcia v. Attica, et al.",California,,2022,Car Accident,Other,settlement,1000000,"California settlement of $1,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Garcia v. Attica, et al.. Listed by TopVerdict.",TopVerdict
Garcia v. Bear Lion,California,,2022,Car Accident,Other,settlement,1000000,"California settlement of $1,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Garcia v. Bear Lion. Listed by TopVerdict.",TopVerdict
"Gulati v. Jensen, et al.",New Jersey,,2022,Car Accident,Other,settlement,1000000,"New Jersey settlement of $1,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Gulati v. Jensen, et al.. Listed by TopVerdict.",TopVerdict
Hernandez v. Parley,California,,2022,Car Accident,Other,settlement,1000000,"California settlement of $1,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Hernandez v. Parley. Listed by TopVerdict.",TopVerdict
"Holston v. Traveler’s Ins., et al.",California,,2022,Car Accident,Other,settlement,1000000,"California settlement of $1,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Underinsured Motorist. Reported as Holston v. Traveler’s Ins., et al.. Listed by TopVerdict.",TopVerdict
"Nava-Bautista v. Gill Transport Inc., et al.",California,,2022,Car Accident,Other,settlement,1000000,"California settlement of $1,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Nava-Bautista v. Gill Transport Inc., et al.. Listed by TopVerdict.",TopVerdict
Ponder v. Charter Oak Fire Ins.,Pennsylvania,PA (statewide list),2022,Car Accident,Multiple Injuries,verdict,1000000,"An underinsured motorist claim tried against the plaintiff's own insurance carrier after a collision involving a truck. The jury returned a $1,000,000 verdict.",TopVerdict
"Rodriguez-Manuele v. Navarrete, et al.",New Jersey,,2022,Car Accident,Other,settlement,1000000,"New Jersey settlement of $1,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Rodriguez-Manuele v. Navarrete, et al.. Listed by TopVerdict.",TopVerdict
Selvas‐Salinas v. Gonzalez Sanchez,California,,2022,Car Accident,Other,settlement,1000000,"California settlement of $1,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Selvas‐Salinas v. Gonzalez Sanchez. Listed by TopVerdict.",TopVerdict
Snell v. Allstate Ins. Co.,California,,2022,Car Accident,Other,settlement,1000000,"California settlement of $1,000,000 in 2022. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Snell v. Allstate Ins. Co.. Listed by TopVerdict.",TopVerdict
Solis v. Ride Share Company,California,,2022,Car Accident,Other,settlement,1000000,"California settlement of $1,000,000 in 2022. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Solis v. Ride Share Company. Listed by TopVerdict.",TopVerdict
"Brooks, et al. v. Jung",California,,2022,Car Accident,Other,settlement,999999,"California settlement of $999,999 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Brooks, et al. v. Jung. Listed by TopVerdict.",TopVerdict
Auto Driver v. Commercial Driver,Texas,,2022,Car Accident,Other,settlement,995000,"Texas settlement of $995,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Auto Driver v. Commercial Driver. Listed by TopVerdict.",TopVerdict
"Auto Driver, et al. v. Rideshare Driver",California,,2022,Car Accident,Other,settlement,994899,"California settlement of $994,899 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Auto Driver, et al. v. Rideshare Driver. Listed by TopVerdict.",TopVerdict
Auto Driver v. At‐Fault Motorist,California,,2022,Car Accident,Other,settlement,994766,"California settlement of $994,766 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Auto Driver v. At‐Fault Motorist. Listed by TopVerdict.",TopVerdict
